REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q37_PERSON_SERIAL_NO,Q37_READY_ACCEPT_JOB,Q38_REASON_FOR_NOT_ACCEPTING,Q39_EXPECT_EMPLOYMENT,Q40_EXPECT_SECTOR,Q41A_EXPECT_ANY_HELP,Q41B1_EXCEPT_ASSISTANCE_1ST,Q41B2_EXCEPT_ASSISTANCE_2ND,Q41B3_EXCEPT_ASSISTANCE_3RD,Q42_NATURE_OF_THE_JOB
10,2011,09,2,12,142,04,1,136,01, ,3, , , , , , ,    
10,2011,09,2,12,142,07,1,139,01, ,2, , , , , , ,    
10,2011,09,2,12,142,08,1,140,02, ,2, , , , , , ,    
10,2011,09,2,12,142,09,1,141,02, ,2, , , , , , ,    
10,2011,09,2,12,142,09,1,141,03, ,1, , , , , , ,    
10,2011,09,2,12,142,09,1,141,04, ,1, , , , , , ,    
10,2011,09,2,12,143,01,1,143,03, ,1, , , , , , ,    
10,2011,09,2,12,143,01,1,143,06, ,2, , , , , , ,    
10,2011,09,2,12,143,02,1,144,02, ,2, , , , , , ,    
10,2011,09,2,12,143,02,1,144,03, ,1, , , , , , ,    
10,2011,09,2,12,143,02,1,144,07, ,2, , , , , , ,    
10,2011,09,2,12,143,03,1,145,03, ,2, , , , , , ,    
10,2011,09,2,12,143,03,1,145,05, ,2, , , , , , ,    
10,2011,09,2,12,143,05,1,147,01, ,4, , , , , , ,    
10,2011,09,2,12,143,05,1,147,02, ,2, , , , , , ,    
10,2011,09,2,12,143,05,1,147,05, ,1, , , , , , ,    
10,2011,09,2,12,143,06,1,148,02, ,2, , , , , , ,    
10,2011,09,2,12,143,06,1,148,03, ,1, , , , , , ,    
10,2011,09,2,12,143,06,1,148,04, ,1, , , , , , ,    
10,2011,09,2,12,143,07,1,149,01, ,2, , , , , , ,    
10,2011,09,2,12,143,07,1,149,04, ,1, , , , , , ,    
10,2011,09,2,12,143,07,1,149,05, ,1, , , , , , ,    
10,2011,09,2,12,143,08,1,150,02, ,2, , , , , , ,    
10,2011,09,2,12,143,08,1,150,03, ,1, , , , , , ,    
10,2011,09,2,12,143,08,1,150,04, ,1, , , , , , ,    
10,2011,09,2,12,143,10,1,152,03, ,1, , , , , , ,    
10,2011,09,2,12,144,02,1,154,03, ,2, , , , , , ,    
10,2011,09,2,12,144,03,1,155,02, ,2, , , , , , ,    
10,2011,09,2,12,144,03,1,155,03, ,1, , , , , , ,    
10,2011,09,2,12,144,04,1,156,01, ,3, , , , , , ,    
10,2011,09,2,12,144,04,2,157,02, ,2, , , , , , ,    
10,2011,09,2,12,144,04,2,157,03, ,1, , , , , , ,    
10,2011,09,2,12,144,05,1,158,02, ,1, , , , , , ,    
10,2011,09,2,12,144,07,1,160,03, ,1, , , , , , ,    
10,2011,09,2,12,144,08,1,161,01, ,3, , , , , , ,    
10,2011,09,2,12,144,09,1,162,01, ,4, , , , , , ,    
10,2011,09,2,12,144,09,1,162,03,1, ,2,1, , , , ,9341
10,2011,09,2,12,144,10,1,163,02, ,2, , , , , , ,    
10,2011,09,2,12,144,10,1,163,03,1, ,2,3, , , , ,9341
10,2011,09,2,12,144,10,1,163,05, ,1, , , , , , ,    
10,2011,01,2,13,001,01,1,051,02, ,2, , , , , , ,    
10,2011,01,2,13,001,02,1,052,03, ,1, , , , , , ,    
10,2011,01,2,13,001,03,1,053,01, ,3, , , , , , ,    
10,2011,01,2,13,001,03,1,053,03, ,2, , , , , , ,    
10,2011,01,2,13,001,04,1,054,02, ,2, , , , , , ,    
10,2011,01,2,13,001,04,1,054,03, ,2, , , , , , ,    
10,2011,01,2,13,001,07,1,057,01, ,2, , , , , , ,    
10,2011,01,2,13,001,07,1,057,02, ,1, , , , , , ,    
10,2011,01,2,13,001,08,1,058,02, ,2, , , , , , ,    
10,2011,01,2,13,001,08,1,058,04, ,2, , , , , , ,    
10,2011,01,2,13,001,08,1,058,05, ,3, , , , , , ,    
10,2011,01,2,13,001,10,1,060,01, ,2, , , , , , ,    
10,2011,01,2,13,001,10,1,060,04, ,9, , , , , , ,    
10,2011,01,2,13,001,10,2,061,01, ,2, , , , , , ,    
10,2011,01,2,13,002,02,1,022,01, ,3, , , , , , ,    
10,2011,01,2,13,002,03,1,023,01, ,3, , , , , , ,    
10,2011,01,2,13,002,05,1,025,01, ,3, , , , , , ,    
10,2011,01,2,13,002,05,1,025,02, ,2, , , , , , ,    
10,2011,01,2,13,002,06,1,026,02, ,2, , , , , , ,    
10,2011,01,2,13,002,06,1,026,03, ,1, , , , , , ,    
10,2011,01,2,13,002,06,1,026,04, ,1, , , , , , ,    
10,2011,01,2,13,002,07,1,027,01, ,3, , , , , , ,    
10,2011,01,2,13,002,07,1,027,02, ,2, , , , , , ,    
10,2011,01,2,13,002,07,1,027,04, ,1, , , , , , ,    
10,2011,01,2,13,002,08,1,028,02, ,2, , , , , , ,    
10,2011,01,2,13,003,01,1,041,02,1, ,2,4, , , , ,7433
10,2011,01,2,13,003,01,1,041,03, ,1, , , , , , ,    
10,2011,01,2,13,003,01,1,041,04, ,1, , , , , , ,    
10,2011,01,2,13,003,01,1,041,05, ,3, , , , , , ,    
10,2011,01,2,13,003,02,1,042,02, ,2, , , , , , ,    
10,2011,01,2,13,003,02,1,042,03,1, ,3, , , , , ,    
10,2011,01,2,13,003,02,1,042,04, ,1, , , , , , ,    
10,2011,01,2,13,003,03,1,043,02, ,2, , , , , , ,    
10,2011,01,2,13,003,03,1,043,03, ,1, , , , , , ,    
10,2011,01,2,13,003,03,1,043,04, ,1, , , , , , ,    
10,2011,01,2,13,003,03,1,043,05, ,2, , , , , , ,    
10,2011,01,2,13,003,03,1,043,06, ,3, , , , , , ,    
10,2011,01,2,13,003,04,1,044,01, ,3, , , , , , ,    
10,2011,01,2,13,003,06,1,046,02, ,2, , , , , , ,    
10,2011,01,2,13,003,07,1,047,02, ,2, , , , , , ,    
10,2011,01,2,13,003,08,1,048,02, ,2, , , , , , ,    
10,2011,01,2,13,003,09,1,049,01, ,3, , , , , , ,    
10,2011,01,2,13,003,10,1,050,01, ,3, , , , , , ,    
10,2011,01,2,13,003,10,1,050,02, ,2, , , , , , ,    
10,2011,01,2,13,004,01,1,001,02,1, ,2,3, , , , ,4121
10,2011,01,2,13,004,02,1,002,02, ,2, , , , , , ,    
10,2011,01,2,13,004,03,1,003,02, ,2, , , , , , ,    
10,2011,01,2,13,004,05,1,005,01, ,3, , , , , , ,    
10,2011,01,2,13,004,05,1,005,02, ,3, , , , , , ,    
10,2011,01,2,13,004,07,1,007,01, ,3, , , , , , ,    
10,2011,01,2,13,004,07,1,007,02, ,2, , , , , , ,    
10,2011,01,2,13,004,08,1,008,02, ,2, , , , , , ,    
10,2011,01,2,13,004,09,1,009,02, ,2, , , , , , ,    
10,2011,01,2,13,004,09,1,009,03, ,2, , , , , , ,    
10,2011,01,2,13,004,09,1,009,04, ,1, , , , , , ,    
10,2011,01,2,13,005,03,1,074,02, ,2, , , , , , ,    
10,2011,01,2,13,005,03,1,074,03, ,1, , , , , , ,    
10,2011,01,2,13,005,04,1,075,03, ,1, , , , , , ,    
10,2011,01,2,13,005,04,1,075,04, ,1, , , , , , ,    
10,2011,01,2,13,005,06,1,077,01, ,2, , , , , , ,    
10,2011,01,2,13,005,07,1,078,03,1, ,2,1, , , , ,3445
10,2011,01,2,13,005,08,1,079,01, ,3, , , , , , ,    
10,2011,01,2,13,005,08,1,079,02, ,2, , , , , , ,    
10,2011,01,2,13,005,08,1,079,05, ,3, , , , , , ,    
10,2011,01,2,13,005,10,1,081,01, ,3, , , , , , ,    
10,2011,01,2,13,005,10,1,081,03, ,2, , , , , , ,    
10,2011,01,2,13,005,10,1,081,04, ,1, , , , , , ,    
10,2011,01,2,13,006,02,1,012,02, ,2, , , , , , ,    
10,2011,01,2,13,006,02,1,012,03, ,1, , , , , , ,    
10,2011,01,2,13,006,02,1,012,04, ,1, , , , , , ,    
10,2011,01,2,13,006,02,1,012,05, ,1, , , , , , ,    
10,2011,01,2,13,006,03,1,013,05, ,3, , , , , , ,    
10,2011,01,2,13,006,04,1,014,03, ,1, , , , , , ,    
10,2011,01,2,13,006,04,1,014,04, ,1, , , , , , ,    
10,2011,01,2,13,006,05,1,015,01, ,3, , , , , , ,    
10,2011,01,2,13,006,05,1,015,02, ,2, , , , , , ,    
10,2011,01,2,13,006,05,1,015,05, ,1, , , , , , ,    
10,2011,01,2,13,006,07,1,017,01, ,3, , , , , , ,    
10,2011,01,2,13,006,07,1,017,03,1, ,3, , , , , ,    
10,2011,01,2,13,006,07,1,017,04,1, ,3, , , , , ,    
10,2011,01,2,13,006,08,1,018,02, ,2, , , , , , ,    
10,2011,01,2,13,006,08,1,018,03, ,1, , , , , , ,    
10,2011,01,2,13,006,08,1,018,05, ,3, , , , , , ,    
10,2011,01,2,13,006,09,1,019,03, ,1, , , , , , ,    
10,2011,01,2,13,006,09,1,019,04, ,1, , , , , , ,    
10,2011,01,2,13,006,10,1,020,02, ,2, , , , , , ,    
10,2011,01,2,13,006,10,1,020,03, ,1, , , , , , ,    
10,2011,01,2,13,007,01,1,081,01, ,2, , , , , , ,    
10,2011,01,2,13,007,01,1,081,03, ,2, , , , , , ,    
10,2011,01,2,13,007,01,1,081,04, ,1, , , , , , ,    
10,2011,01,2,13,007,01,1,081,05, ,2, , , , , , ,    
10,2011,01,2,13,007,01,1,081,06, ,2, , , , , , ,    
10,2011,01,2,13,007,01,1,081,07, ,2, , , , , , ,    
10,2011,01,2,13,007,01,1,081,08, ,1, , , , , , ,    
10,2011,01,2,13,007,01,1,081,09, ,1, , , , , , ,    
10,2011,01,2,13,007,01,1,081,10, ,1, , , , , , ,    
10,2011,01,2,13,007,02,1,082,02, ,2, , , , , , ,    
10,2011,01,2,13,007,02,1,082,04, ,1, , , , , , ,    
10,2011,01,2,13,007,02,1,082,05, ,1, , , , , , ,    
10,2011,01,2,13,007,02,1,082,06, ,1, , , , , , ,    
10,2011,01,2,13,007,04,1,084,03, ,2, , , , , , ,    
10,2011,01,2,13,007,04,1,084,04, ,1, , , , , , ,    
10,2011,01,2,13,007,04,1,084,05, ,1, , , , , , ,    
10,2011,01,2,13,007,04,1,084,06, ,1, , , , , , ,    
10,2011,01,2,13,007,04,1,084,08, ,9, , , , , , ,    
10,2011,01,2,13,007,05,1,085,01, ,2, , , , , , ,    
10,2011,01,2,13,007,05,1,085,02, ,2, , , , , , ,    
10,2011,01,2,13,007,06,1,086,02, ,2, , , , , , ,    
10,2011,01,2,13,007,06,1,086,03, ,2, , , , , , ,    
10,2011,01,2,13,007,07,1,087,02, ,2, , , , , , ,    
10,2011,01,2,13,007,07,1,087,03, ,1, , , , , , ,    
10,2011,01,2,13,007,08,1,088,01, ,3, , , , , , ,    
10,2011,01,2,13,007,08,1,088,03, ,2, , , , , , ,    
10,2011,01,2,13,007,08,1,088,04, ,2, , , , , , ,    
10,2011,01,2,13,007,08,1,088,05, ,2, , , , , , ,    
10,2011,01,2,13,008,01,1,092,03, ,2, , , , , , ,    
10,2011,01,2,13,008,01,1,092,04, ,1, , , , , , ,    
10,2011,01,2,13,008,01,1,092,05, ,1, , , , , , ,    
10,2011,01,2,13,008,02,1,093,01, ,2, , , , , , ,    
10,2011,01,2,13,008,02,1,093,02, ,2, , , , , , ,    
10,2011,01,2,13,008,03,1,094,02, ,2, , , , , , ,    
10,2011,01,2,13,008,05,1,096,02, ,3, , , , , , ,    
10,2011,01,2,13,008,06,1,097,02, ,2, , , , , , ,    
10,2011,01,2,13,008,09,1,100,03, ,2, , , , , , ,    
10,2011,01,2,13,008,10,1,101,03, ,2, , , , , , ,    
10,2011,01,2,13,009,01,1,062,05, ,1, , , , , , ,    
10,2011,01,2,13,009,03,1,064,02, ,2, , , , , , ,    
10,2011,01,2,13,009,03,1,064,04, ,2, , , , , , ,    
10,2011,01,2,13,009,08,1,069,01, ,3, , , , , , ,    
10,2011,01,2,13,009,08,1,069,02, ,2, , , , , , ,    
10,2011,01,2,13,009,08,1,069,03, ,1, , , , , , ,    
10,2011,01,2,13,009,08,1,069,04, ,1, , , , , , ,    
10,2011,01,2,13,009,10,1,071,01, ,3, , , , , , ,    
10,2011,01,3,13,010,01,1,031,02, ,2, , , , , , ,    
10,2011,01,3,13,010,02,1,032,01, ,3, , , , , , ,    
10,2011,01,3,13,010,02,1,032,02, ,2, , , , , , ,    
10,2011,01,3,13,010,03,1,033,02, ,1, , , , , , ,    
10,2011,01,3,13,010,03,1,033,03, ,1, , , , , , ,    
10,2011,01,3,13,010,04,1,034,01,1, ,2,3, , , , ,7433
10,2011,01,3,13,010,04,1,034,02, ,3, , , , , , ,    
10,2011,01,3,13,010,05,1,035,03, ,9, , , , , , ,    
10,2011,01,3,13,010,05,1,035,04, ,1, , , , , , ,    
10,2011,01,3,13,010,05,1,035,05, ,4, , , , , , ,    
10,2011,01,3,13,010,06,1,036,03,1, ,2,4, , , , ,7241
10,2011,01,3,13,010,06,1,036,04,1, ,1, ,1,1, , ,8322
10,2011,01,3,13,010,09,1,039,02, ,2, , , , , , ,    
10,2011,02,1,13,011,01,1,061,01, ,3, , , , , , ,    
10,2011,02,1,13,011,01,1,061,02, ,2, , , , , , ,    
10,2011,02,1,13,011,01,1,061,03, ,1, , , , , , ,    
10,2011,02,1,13,011,01,1,061,06, ,2, , , , , , ,    
10,2011,02,1,13,011,04,1,064,01, ,3, , , , , , ,    
10,2011,02,1,13,011,04,1,064,02, ,3, , , , , , ,    
10,2011,02,1,13,011,04,1,064,04, ,1, , , , , , ,    
10,2011,02,1,13,011,05,1,065,01, ,3, , , , , , ,    
10,2011,02,1,13,011,05,1,065,02, ,2, , , , , , ,    
10,2011,02,1,13,011,05,1,065,03, , ,2,3, , , , ,8324
10,2011,02,1,13,011,06,1,066,02, ,2, , , , , , ,    
10,2011,02,1,13,011,07,1,067,01, ,3, , , , , , ,    
10,2011,02,1,13,011,07,1,067,02, ,3, , , , , , ,    
10,2011,02,1,13,011,07,1,067,03, ,2, , , , , , ,    
10,2011,02,1,13,011,08,1,068,01, ,3, , , , , , ,    
10,2011,02,1,13,011,08,1,068,03, ,2, , , , , , ,    
10,2011,02,1,13,011,09,1,069,02, ,2, , , , , , ,    
10,2011,02,1,13,011,09,1,069,03, ,1, , , , , , ,    
10,2011,02,1,13,011,09,1,069,04, ,1, , , , , , ,    
10,2011,02,1,13,011,09,1,069,05, ,1, , , , , , ,    
10,2011,02,1,13,011,09,1,069,06, ,1, , , , , , ,    
10,2011,02,1,13,011,10,1,070,01, ,3, , , , , , ,    
10,2011,02,1,13,011,10,1,070,02, ,3, , , , , , ,    
10,2011,02,1,13,011,10,1,070,03, ,2, , , , , , ,    
10,2011,02,2,13,012,01,1,051,01, ,3, , , , , , ,    
10,2011,02,2,13,012,01,1,051,02, ,2, , , , , , ,    
10,2011,02,2,13,012,03,1,053,02, ,2, , , , , , ,    
10,2011,02,2,13,012,03,1,053,03, ,1, , , , , , ,    
10,2011,02,2,13,012,03,1,053,04, ,1, , , , , , ,    
10,2011,02,2,13,012,04,1,054,01, ,2, , , , , , ,    
10,2011,02,2,13,012,04,1,054,03, ,2, , , , , , ,    
10,2011,02,2,13,012,05,1,055,01, ,3, , , , , , ,    
10,2011,02,2,13,012,05,1,055,02, ,2, , , , , , ,    
10,2011,02,2,13,012,05,1,055,03, ,1, , , , , , ,    
10,2011,02,2,13,012,06,1,056,02, ,2, , , , , , ,    
10,2011,02,2,13,012,06,1,056,04, ,1, , , , , , ,    
10,2011,02,2,13,012,07,1,057,02, ,2, , , , , , ,    
10,2011,02,2,13,012,08,1,058,05, ,3, , , , , , ,    
10,2011,02,2,13,012,08,1,058,06, ,2, , , , , , ,    
10,2011,02,2,13,013,01,1,041,02, ,2, , , , , , ,    
10,2011,02,2,13,013,02,1,042,01, ,3, , , , , , ,    
10,2011,02,2,13,013,02,1,042,02, ,3, , , , , , ,    
10,2011,02,2,13,013,02,1,042,05, ,1, , , , , , ,    
10,2011,02,2,13,013,03,1,043,01, ,3, , , , , , ,    
10,2011,02,2,13,013,03,1,043,02, ,3, , , , , , ,    
10,2011,02,2,13,013,04,1,044,01, ,3, , , , , , ,    
10,2011,02,2,13,013,05,1,045,01, ,3, , , , , , ,    
10,2011,02,2,13,013,05,1,045,03, ,2, , , , , , ,    
10,2011,02,2,13,013,05,1,045,04, ,4, , , , , , ,    
10,2011,02,2,13,013,06,1,046,01, ,3, , , , , , ,    
10,2011,02,2,13,013,06,1,046,02, ,2, , , , , , ,    
10,2011,02,2,13,013,07,1,047,02, ,2, , , , , , ,    
10,2011,02,2,13,013,08,1,048,02, ,1, , , , , , ,    
10,2011,02,2,13,013,08,1,048,03, ,2, , , , , , ,    
10,2011,02,2,13,013,09,1,049,02, ,2, , , , , , ,    
10,2011,02,2,13,013,10,1,050,02, ,2, , , , , , ,    
10,2011,02,2,13,014,01,1,081,04, ,1, , , , , , ,    
10,2011,02,2,13,014,02,1,082,02, ,3, , , , , , ,    
10,2011,02,2,13,014,03,1,083,04, ,2, , , , , , ,    
10,2011,02,2,13,014,04,1,084,01, ,3, , , , , , ,    
10,2011,02,2,13,014,04,1,084,02, ,3, , , , , , ,    
10,2011,02,2,13,014,04,1,084,03, ,2, , , , , , ,    
10,2011,02,2,13,014,04,1,084,05, ,1, , , , , , ,    
10,2011,02,2,13,014,06,1,086,02, ,2, , , , , , ,    
10,2011,02,2,13,014,06,1,086,03, ,1, , , , , , ,    
10,2011,02,2,13,014,06,1,086,04, ,1, , , , , , ,    
10,2011,02,2,13,014,08,1,088,02, ,2, , , , , , ,    
10,2011,02,2,13,014,09,1,089,03, ,1, , , , , , ,    
10,2011,02,2,13,015,01,1,001,03, ,2, , , , , , ,    
10,2011,02,2,13,015,04,1,004,02, ,3, , , , , , ,    
10,2011,02,2,13,015,07,1,007,01, ,3, , , , , , ,    
10,2011,02,2,13,015,07,1,007,02, ,2, , , , , , ,    
10,2011,02,2,13,015,07,1,007,03, ,1, , , , , , ,    
10,2011,02,2,13,015,07,1,007,04, ,1, , , , , , ,    
10,2011,02,2,13,015,07,1,007,06, ,2, , , , , , ,    
10,2011,02,2,13,015,08,1,008,03,1, ,2,4, , , , ,4112
10,2011,02,2,13,015,10,1,010,02, ,2, , , , , , ,    
10,2011,02,2,13,016,01,1,071,02, ,2, , , , , , ,    
10,2011,02,2,13,016,01,1,071,03, ,2, , , , , , ,    
10,2011,02,2,13,016,01,1,071,04, ,1, , , , , , ,    
10,2011,02,2,13,016,01,1,071,05, ,2, , , , , , ,    
10,2011,02,2,13,016,02,1,072,01, ,2, , , , , , ,    
10,2011,02,2,13,016,02,1,072,03, ,4, , , , , , ,    
10,2011,02,2,13,016,03,1,073,02, ,3, , , , , , ,    
10,2011,02,2,13,016,03,1,073,04, ,2, , , , , , ,    
10,2011,02,2,13,016,03,1,073,05, ,1, , , , , , ,    
10,2011,02,2,13,016,04,1,074,01, ,3, , , , , , ,    
10,2011,02,2,13,016,05,1,075,03, ,2, , , , , , ,    
10,2011,02,2,13,016,06,1,076,01, ,2, , , , , , ,    
10,2011,02,2,13,016,06,1,076,02, ,1, , , , , , ,    
10,2011,02,2,13,016,06,1,076,03, ,1, , , , , , ,    
10,2011,02,2,13,016,08,1,078,02, ,2, , , , , , ,    
10,2011,02,2,13,016,08,1,078,03, ,2, , , , , , ,    
10,2011,02,2,13,016,09,1,079,01, ,2, , , , , , ,    
10,2011,02,2,13,016,09,1,079,02, ,1, , , , , , ,    
10,2011,02,2,13,016,10,1,080,02, ,2, , , , , , ,    
10,2011,02,2,13,016,10,1,080,04, ,1, , , , , , ,    
10,2011,02,2,13,017,01,1,021,02, ,3, , , , , , ,    
10,2011,02,2,13,017,01,1,021,04, ,2, , , , , , ,    
10,2011,02,2,13,017,03,1,023,02, ,2, , , , , , ,    
10,2011,02,2,13,017,03,1,023,04, ,1, , , , , , ,    
10,2011,02,2,13,017,05,1,025,01, ,2, , , , , , ,    
10,2011,02,2,13,017,05,1,025,03, ,1, , , , , , ,    
10,2011,02,2,13,017,05,1,025,06, ,3, , , , , , ,    
10,2011,02,2,13,017,09,1,029,03, ,1, , , , , , ,    
10,2011,02,2,13,017,09,1,029,05, ,3, , , , , , ,    
10,2011,02,2,13,017,10,1,030,01, ,9, , , , , , ,    
10,2011,02,2,13,018,02,1,032,02, ,2, , , , , , ,    
10,2011,02,2,13,018,02,1,032,03, ,1, , , , , , ,    
10,2011,02,2,13,018,03,1,033,02, ,2, , , , , , ,    
10,2011,02,2,13,018,03,1,033,03, ,1, , , , , , ,    
10,2011,02,2,13,018,05,1,034,03, ,2, , , , , , ,    
10,2011,02,2,13,018,06,1,036,03, ,1, , , , , , ,    
10,2011,02,2,13,018,07,1,037,03, ,1, , , , , , ,    
10,2011,02,2,13,018,08,1,038,04, ,1, , , , , , ,    
10,2011,02,2,13,018,09,1,039,03, ,1, , , , , , ,    
10,2011,02,2,13,018,09,1,039,04, ,1, , , , , , ,    
10,2011,02,2,13,018,10,1,040,04, ,2, , , , , , ,    
10,2011,02,2,13,019,01,1,091,02, ,2, , , , , , ,    
10,2011,02,2,13,019,01,1,091,03, ,1, , , , , , ,    
10,2011,02,2,13,019,01,1,091,06, ,3, , , , , , ,    
10,2011,02,2,13,019,04,1,094,02, ,2, , , , , , ,    
10,2011,02,2,13,019,04,1,094,04, ,2, , , , , , ,    
10,2011,02,2,13,019,08,1,098,03, ,1, , , , , , ,    
10,2011,02,2,13,019,10,1,100,02, ,2, , , , , , ,    
10,2011,02,2,13,020,02,1,012,03, ,1, , , , , , ,    
10,2011,02,2,13,020,02,1,012,04, ,1, , , , , , ,    
10,2011,02,2,13,020,02,1,012,05, ,3, , , , , , ,    
10,2011,02,2,13,020,03,1,013,02, ,4, , , , , , ,    
10,2011,02,2,13,020,03,1,013,03, ,2, , , , , , ,    
10,2011,02,2,13,020,05,1,015,03, ,1, , , , , , ,    
10,2011,02,2,13,020,06,1,016,01, ,2, , , , , , ,    
10,2011,02,2,13,020,09,1,019,01, ,3, , , , , , ,    
10,2011,02,2,13,020,09,1,019,03, ,2, , , , , , ,    
10,2011,03,1,13,021,01,1,032,01, ,3, , , , , , ,    
10,2011,03,1,13,021,01,1,032,04, ,1, , , , , , ,    
10,2011,03,1,13,021,04,1,035,01, ,3, , , , , , ,    
10,2011,03,1,13,021,04,1,035,02, ,2, , , , , , ,    
10,2011,03,1,13,021,07,1,038,02, ,2, , , , , , ,    
10,2011,03,1,13,021,07,1,038,03, ,1, , , , , , ,    
10,2011,03,1,13,021,08,1,039,03, ,1, , , , , , ,    
10,2011,03,1,13,021,08,1,039,04, ,1, , , , , , ,    
10,2011,03,1,13,021,08,1,039,05, ,3, , , , , , ,    
10,2011,03,1,13,021,09,1,040,04, ,3, , , , , , ,    
10,2011,03,1,13,021,09,1,040,06, ,4, , , , , , ,    
10,2011,03,1,13,021,10,1,041,01, ,2, , , , , , ,    
10,2011,03,1,13,021,10,1,041,04, ,1, , , , , , ,    
10,2011,03,2,13,022,01,1,011,02, ,2, , , , , , ,    
10,2011,03,2,13,022,01,1,011,03, ,1, , , , , , ,    
10,2011,03,2,13,022,01,2,012,01, ,2, , , , , , ,    
10,2011,03,2,13,022,02,1,013,01, ,2, , , , , , ,    
10,2011,03,2,13,022,03,1,014,03, ,1, , , , , , ,    
10,2011,03,2,13,022,03,1,014,04, ,1, , , , , , ,    
10,2011,03,2,13,022,03,1,014,05, ,1, , , , , , ,    
10,2011,03,2,13,022,04,1,015,01, ,3, , , , , , ,    
10,2011,03,2,13,022,04,1,015,02, ,3, , , , , , ,    
10,2011,03,2,13,022,04,1,015,04, ,2, , , , , , ,    
10,2011,03,2,13,022,04,1,015,05, ,1, , , , , , ,    
10,2011,03,2,13,022,05,1,016,03, ,1, , , , , , ,    
10,2011,03,2,13,022,06,1,017,02, ,2, , , , , , ,    
10,2011,03,2,13,022,06,1,017,03, ,2, , , , , , ,    
10,2011,03,2,13,022,08,1,019,02, ,9, , , , , , ,    
10,2011,03,2,13,022,08,1,019,03, ,2, , , , , , ,    
10,2011,03,2,13,022,08,1,019,04, ,1, , , , , , ,    
10,2011,03,2,13,022,08,1,019,05, ,1, , , , , , ,    
10,2011,03,2,13,022,09,1,020,01, ,3, , , , , , ,    
10,2011,03,2,13,022,09,1,020,02, ,2, , , , , , ,    
10,2011,03,2,13,022,09,1,020,06, ,1, , , , , , ,    
10,2011,03,2,13,023,02,1,002,03, ,3, , , , , , ,    
10,2011,03,2,13,023,03,1,003,01, ,3, , , , , , ,    
10,2011,03,2,13,023,03,1,003,05, ,4, , , , , , ,    
10,2011,03,2,13,023,04,1,004,02, ,3, , , , , , ,    
10,2011,03,2,13,023,05,1,005,01, ,3, , , , , , ,    
10,2011,03,2,13,023,05,1,005,02, ,2, , , , , , ,    
10,2011,03,2,13,023,05,1,005,04, ,3, , , , , , ,    
10,2011,03,2,13,023,05,1,005,05, ,4, , , , , , ,    
10,2011,03,2,13,023,06,1,007,02, ,2, , , , , , ,    
10,2011,03,2,13,023,06,1,007,03, ,1, , , , , , ,    
10,2011,03,2,13,023,07,1,007,02, ,2, , , , , , ,    
10,2011,03,2,13,023,07,1,007,03, ,1, , , , , , ,    
10,2011,03,2,13,023,09,1,009,04, ,3, , , , , , ,    
10,2011,03,2,13,023,09,1,009,05, ,3, , , , , , ,    
10,2011,03,2,13,023,10,1,010,02, ,2, , , , , , ,    
10,2011,03,2,13,023,10,1,010,03, ,1, , , , , , ,    
10,2011,03,2,13,023,10,1,010,05, ,3, , , , , , ,    
10,2011,03,2,13,024,02,1,043,03, ,2, , , , , , ,    
10,2011,03,2,13,024,02,1,043,04, ,1, , , , , , ,    
10,2011,03,2,13,024,03,1,044,02, ,2, , , , , , ,    
10,2011,03,2,13,024,03,1,044,04, ,1, , , , , , ,    
10,2011,03,2,13,024,04,1,045,02, ,2, , , , , , ,    
10,2011,03,2,13,024,04,1,045,03, ,2, , , , , , ,    
10,2011,03,2,13,024,05,1,046,01, ,3, , , , , , ,    
10,2011,03,2,13,024,05,1,046,02, ,2, , , , , , ,    
10,2011,03,2,13,024,06,1,047,01, ,3, , , , , , ,    
10,2011,03,2,13,024,07,1,048,02, ,2, , , , , , ,    
10,2011,03,2,13,024,07,1,048,03, ,1, , , , , , ,    
10,2011,03,2,13,024,08,1,049,02, ,2, , , , , , ,    
10,2011,03,2,13,025,01,1,052,01, ,3, , , , , , ,    
10,2011,03,2,13,025,02,1,053,06,1, ,2,4, , , , ,7433
10,2011,03,2,13,025,03,1,054,04,1, ,2,4, , , , ,4121
10,2011,03,2,13,025,05,1,056,02, ,2, , , , , , ,    
10,2011,03,2,13,025,06,1,057,02, ,2, , , , , , ,    
10,2011,03,2,13,025,06,1,057,03,1, ,2,4, , , , ,4121
10,2011,03,2,13,025,06,1,057,04, ,2, , , , , , ,    
10,2011,03,2,13,025,06,1,057,06, ,3, , , , , , ,    
10,2011,03,2,13,025,08,1,059,02, ,2, , , , , , ,    
10,2011,03,2,13,025,08,1,059,03, ,1, , , , , , ,    
10,2011,03,2,13,025,10,1,061,02, ,2, , , , , , ,    
10,2011,03,2,13,026,01,1,082,03, ,1, , , , , , ,    
10,2011,03,2,13,026,03,1,084,02, ,2, , , , , , ,    
10,2011,03,2,13,026,04,1,085,02, ,2, , , , , , ,    
10,2011,03,2,13,026,05,1,086,01, ,3, , , , , , ,    
10,2011,03,2,13,026,05,1,086,02, ,3, , , , , , ,    
10,2011,03,2,13,026,05,1,086,03, ,1, , , , , , ,    
10,2011,03,2,13,026,06,1,087,04, ,3, , , , , , ,    
